"EVENT_DATE","ADMIN1","EVENT_TYPE"
"05-2022","Est","Violence against civilians"
"05-2022","Sahel","Explosions/Remote violence"
"05-2022","Sahel","Explosions/Remote violence"
"05-2022","Est","Strategic developments"
"05-2022","Est","Violence against civilians"
"05-2022","Sahel","Strategic developments"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Est","Explosions/Remote violence"
"05-2022","Sahel","Violence against civilians"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Sahel","Strategic developments"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Battles"
"05-2022","Est","Battles"
"05-2022","Est","Strategic developments"
"05-2022","Nord","Violence against civilians"
"05-2022","Nord","Violence against civilians"
"05-2022","Centre-Est","Violence against civilians"
"05-2022","Nord","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Hauts-Bassins","Battles"
"05-2022","Centre-Est","Violence against civilians"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Boucle du Mouhoun","Violence against civilians"
"05-2022","Est","Strategic developments"
"05-2022","Centre-Nord","Battles"
"05-2022","Sahel","Battles"
"05-2022","Centre","Violence against civilians"
"05-2022","Est","Violence against civilians"
"05-2022","Est","Strategic developments"
"05-2022","Sahel","Explosions/Remote violence"
"05-2022","Hauts-Bassins","Riots"
"05-2022","Centre-Nord","Violence against civilians"
"05-2022","Est","Explosions/Remote violence"
"05-2022","Est","Explosions/Remote violence"
"05-2022","Est","Strategic developments"
"05-2022","Est","Explosions/Remote violence"
"05-2022","Sahel","Violence against civilians"
"05-2022","Boucle du Mouhoun","Strategic developments"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Centre","Protests"
"05-2022","Centre","Protests"
"05-2022","Sahel","Explosions/Remote violence"
"05-2022","Sahel","Battles"
"05-2022","Est","Battles"
"05-2022","Boucle du Mouhoun","Violence against civilians"
"05-2022","Centre-Est","Strategic developments"
"05-2022","Centre-Est","Strategic developments"
"05-2022","Est","Violence against civilians"
"05-2022","Nord","Explosions/Remote violence"
"05-2022","Nord","Explosions/Remote violence"
"05-2022","Boucle du Mouhoun","Strategic developments"
"05-2022","Nord","Violence against civilians"
"05-2022","Nord","Battles"
"05-2022","Nord","Violence against civilians"
"05-2022","Est","Violence against civilians"
"05-2022","Sahel","Strategic developments"
"05-2022","Centre-Nord","Battles"
"05-2022","Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Strategic developments"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Boucle du Mouhoun","Explosions/Remote violence"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Strategic developments"
"05-2022","Cascades","Battles"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Centre-Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Est","Explosions/Remote violence"
"05-2022","Sahel","Violence against civilians"
"05-2022","Sahel","Strategic developments"
"05-2022","Sud-Ouest","Battles"
"05-2022","Hauts-Bassins","Riots"
"05-2022","Boucle du Mouhoun","Strategic developments"
"05-2022","Est","Explosions/Remote violence"
"05-2022","Sahel","Strategic developments"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Hauts-Bassins","Riots"
"05-2022","Sahel","Violence against civilians"
"05-2022","Boucle du Mouhoun","Violence against civilians"
"05-2022","Centre-Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Est","Battles"
"05-2022","Est","Violence against civilians"
"05-2022","Centre-Nord","Battles"
"05-2022","Boucle du Mouhoun","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Cascades","Violence against civilians"
"05-2022","Sahel","Battles"
"05-2022","Sahel","Explosions/Remote violence"
"05-2022","Est","Violence against civilians"
"05-2022","Boucle du Mouhoun","Battles"
"05-2022","Sahel","Violence against civilians"
"05-2022","Boucle du Mouhoun","Battles"
"05-2022","Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Nord","Battles"
"05-2022","Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Sahel","Violence against civilians"
"05-2022","Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Est","Strategic developments"
"05-2022","Sahel","Battles"
"05-2022","Est","Battles"
"05-2022","Centre-Est","Violence against civilians"
"05-2022","Centre-Ouest","Battles"
"05-2022","Boucle du Mouhoun","Violence against civilians"
"05-2022","Boucle du Mouhoun","Explosions/Remote violence"
"05-2022","Est","Violence against civilians"
"05-2022","Centre-Nord","Violence against civilians"
"05-2022","Boucle du Mouhoun","Violence against civilians"
"05-2022","Boucle du Mouhoun","Explosions/Remote violence"
"05-2022","Sahel","Violence against civilians"
"05-2022","Nord","Violence against civilians"
"05-2022","Boucle du Mouhoun","Explosions/Remote violence"
"05-2022","Centre-Nord","Battles"
"05-2022","Boucle du Mouhoun","Explosions/Remote violence"
"05-2022","Est","Battles"
"05-2022","Est","Strategic developments"
"05-2022","Centre-Nord","Strategic developments"
"05-2022","Est","Strategic developments"
"06-2022","Centre-Nord","Battles"
"06-2022","Nord","Battles"
"06-2022","Centre-Nord","Riots"
"06-2022","Centre-Nord","Riots"
"06-2022","Cascades","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Centre-Est","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Est","Battles"
"06-2022","Est","Violence against civilians"
"06-2022","Est","Battles"
"06-2022","Est","Strategic developments"
"06-2022","Est","Battles"
"06-2022","Est","Violence against civilians"
"06-2022","Est","Strategic developments"
"06-2022","Nord","Violence against civilians"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Est","Strategic developments"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Sahel","Violence against civilians"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Nord","Violence against civilians"
"06-2022","Boucle du Mouhoun","Battles"
"06-2022","Sahel","Battles"
"06-2022","Sahel","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Centre-Sud","Explosions/Remote violence"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Est","Strategic developments"
"06-2022","Sahel","Violence against civilians"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Nord","Battles"
"06-2022","Boucle du Mouhoun","Battles"
"06-2022","Sahel","Battles"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Cascades","Battles"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Hauts-Bassins","Violence against civilians"
"06-2022","Est","Strategic developments"
"06-2022","Est","Violence against civilians"
"06-2022","Est","Strategic developments"
"06-2022","Boucle du Mouhoun","Violence against civilians"
"06-2022","Sahel","Violence against civilians"
"06-2022","Est","Violence against civilians"
"06-2022","Centre-Nord","Violence against civilians"
"06-2022","Est","Battles"
"06-2022","Sud-Ouest","Battles"
"06-2022","Est","Protests"
"06-2022","Boucle du Mouhoun","Strategic developments"
"06-2022","Sahel","Violence against civilians"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Centre-Nord","Violence against civilians"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Centre-Est","Strategic developments"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Centre-Nord","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Boucle du Mouhoun","Violence against civilians"
"06-2022","Est","Strategic developments"
"06-2022","Est","Strategic developments"
"06-2022","Est","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Centre-Nord","Riots"
"06-2022","Centre-Nord","Violence against civilians"
"06-2022","Centre-Nord","Protests"
"06-2022","Sahel","Violence against civilians"
"06-2022","Est","Strategic developments"
"06-2022","Sahel","Violence against civilians"
"06-2022","Est","Strategic developments"
"06-2022","Centre-Nord","Battles"
"06-2022","Est","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Est","Battles"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Hauts-Bassins","Battles"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Sahel","Violence against civilians"
"06-2022","Nord","Battles"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Est","Battles"
"06-2022","Sahel","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Est","Battles"
"06-2022","Sahel","Battles"
"06-2022","Centre-Nord","Battles"
"06-2022","Centre-Nord","Battles"
"06-2022","Sahel","Battles"
"06-2022","Centre","Violence against civilians"
"06-2022","Sahel","Violence against civilians"
"06-2022","Hauts-Bassins","Protests"
"06-2022","Est","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Est","Strategic developments"
"06-2022","Cascades","Explosions/Remote violence"
"06-2022","Est","Violence against civilians"
"06-2022","Est","Violence against civilians"
"06-2022","Sahel","Violence against civilians"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Sahel","Violence against civilians"
"06-2022","Sahel","Battles"
"06-2022","Centre-Nord","Battles"
"06-2022","Centre","Protests"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Sahel","Battles"
"06-2022","Centre-Est","Violence against civilians"
"06-2022","Centre-Est","Violence against civilians"
"06-2022","Sahel","Riots"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Hauts-Bassins","Battles"
"06-2022","Hauts-Bassins","Battles"
"06-2022","Centre-Nord","Battles"
"06-2022","Centre-Nord","Battles"
"06-2022","Est","Strategic developments"
"06-2022","Est","Violence against civilians"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Centre-Est","Violence against civilians"
"06-2022","Boucle du Mouhoun","Battles"
"06-2022","Centre-Nord","Strategic developments"
"06-2022","Sud-Ouest","Battles"
"06-2022","Est","Strategic developments"
"06-2022","Est","Strategic developments"
"06-2022","Est","Violence against civilians"
"06-2022","Est","Violence against civilians"
"06-2022","Nord","Violence against civilians"
"06-2022","Nord","Riots"
"06-2022","Est","Violence against civilians"
"06-2022","Hauts-Bassins","Battles"
"06-2022","Centre-Nord","Battles"
"06-2022","Sahel","Explosions/Remote violence"
"06-2022","Est","Strategic developments"
"06-2022","Nord","Battles"
"06-2022","Hauts-Bassins","Battles"
"06-2022","Hauts-Bassins","Battles"
"06-2022","Centre-Nord","Explosions/Remote violence"
"06-2022","Boucle du Mouhoun","Violence against civilians"
"06-2022","Sahel","Battles"
"06-2022","Sahel","Violence against civilians"
"06-2022","Boucle du Mouhoun","Strategic developments"
"06-2022","Centre-Est","Explosions/Remote violence"
"06-2022","Centre-Est","Strategic developments"
"06-2022","Centre-Est","Explosions/Remote violence"
"06-2022","Est","Explosions/Remote violence"
"06-2022","Nord","Strategic developments"
"06-2022","Sahel","Battles"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Violence against civilians"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Violence against civilians"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Sahel","Strategic developments"
"06-2022","Est","Strategic developments"
"06-2022","Sahel","Violence against civilians"
"06-2022","Sahel","Strategic developments"
"06-2022","Nord","Explosions/Remote violence"
"06-2022","Est","Violence against civilians"
"06-2022","Cascades","Violence against civilians"
"06-2022","Cascades","Battles"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Strategic developments"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Battles"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Strategic developments"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Cascades","Violence against civilians"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Nord","Protests"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Est","Battles"
"07-2022","Nord","Battles"
"07-2022","Centre-Nord","Violence against civilians"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Centre-Nord","Violence against civilians"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Centre-Nord","Battles"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Nord","Strategic developments"
"07-2022","Sahel","Strategic developments"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Sahel","Battles"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Sahel","Explosions/Remote violence"
"07-2022","Est","Riots"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Est","Battles"
"07-2022","Est","Strategic developments"
"07-2022","Sahel","Violence against civilians"
"07-2022","Est","Strategic developments"
"07-2022","Sahel","Violence against civilians"
"07-2022","Est","Strategic developments"
"07-2022","Sahel","Explosions/Remote violence"
"07-2022","Est","Violence against civilians"
"07-2022","Sud-Ouest","Violence against civilians"
"07-2022","Est","Battles"
"07-2022","Sahel","Explosions/Remote violence"
"07-2022","Boucle du Mouhoun","Battles"
"07-2022","Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Battles"
"07-2022","Est","Battles"
"07-2022","Sahel","Violence against civilians"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Est","Strategic developments"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Violence against civilians"
"07-2022","Centre","Protests"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Est","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Est","Violence against civilians"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Sahel","Battles"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Nord","Battles"
"07-2022","Centre-Nord","Battles"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Est","Strategic developments"
"07-2022","Boucle du Mouhoun","Battles"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Hauts-Bassins","Battles"
"07-2022","Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Nord","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Nord","Battles"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Nord","Explosions/Remote violence"
"07-2022","Est","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Centre-Nord","Battles"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Battles"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Cascades","Explosions/Remote violence"
"07-2022","Cascades","Explosions/Remote violence"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Sahel","Violence against civilians"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Hauts-Bassins","Protests"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Est","Violence against civilians"
"07-2022","Nord","Violence against civilians"
"07-2022","Centre-Nord","Battles"
"07-2022","Est","Strategic developments"
"07-2022","Nord","Battles"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Ouest","Violence against civilians"
"07-2022","Centre-Ouest","Violence against civilians"
"07-2022","Centre-Ouest","Violence against civilians"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Violence against civilians"
"07-2022","Sahel","Violence against civilians"
"07-2022","Nord","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Cascades","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Centre-Nord","Violence against civilians"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Nord","Explosions/Remote violence"
"07-2022","Est","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Cascades","Strategic developments"
"07-2022","Est","Violence against civilians"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Cascades","Explosions/Remote violence"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Nord","Battles"
"07-2022","Est","Battles"
"07-2022","Est","Violence against civilians"
"07-2022","Est","Battles"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Nord","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Boucle du Mouhoun","Battles"
"07-2022","Centre-Est","Strategic developments"
"07-2022","Centre-Nord","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Nord","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Boucle du Mouhoun","Explosions/Remote violence"
"07-2022","Centre-Est","Strategic developments"
"07-2022","Centre-Nord","Explosions/Remote violence"
"07-2022","Est","Violence against civilians"
"07-2022","Sahel","Battles"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Nord","Violence against civilians"
"07-2022","Sahel","Strategic developments"
"07-2022","Sahel","Explosions/Remote violence"
"07-2022","Boucle du Mouhoun","Explosions/Remote violence"
"07-2022","Est","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Sud-Ouest","Violence against civilians"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Centre-Nord","Violence against civilians"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Sahel","Explosions/Remote violence"
"07-2022","Cascades","Violence against civilians"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Sahel","Strategic developments"
"07-2022","Sahel","Explosions/Remote violence"
"07-2022","Centre-Est","Explosions/Remote violence"
"07-2022","Centre-Est","Explosions/Remote violence"
"07-2022","Boucle du Mouhoun","Strategic developments"
"07-2022","Est","Violence against civilians"
"07-2022","Hauts-Bassins","Riots"
"07-2022","Sahel","Battles"
"07-2022","Sahel","Violence against civilians"
"07-2022","Cascades","Violence against civilians"
"07-2022","Est","Violence against civilians"
"07-2022","Boucle du Mouhoun","Battles"
"07-2022","Sahel","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Boucle du Mouhoun","Explosions/Remote violence"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Est","Explosions/Remote violence"
"07-2022","Hauts-Bassins","Protests"
"07-2022","Nord","Battles"
"07-2022","Centre","Protests"
"07-2022","Est","Strategic developments"
"07-2022","Est","Strategic developments"
"07-2022","Centre-Est","Violence against civilians"
"07-2022","Est","Battles"
"07-2022","Est","Battles"
"07-2022","Est","Battles"
"07-2022","Boucle du Mouhoun","Violence against civilians"
"07-2022","Centre-Nord","Battles"
"07-2022","Centre-Nord","Battles"
"07-2022","Centre-Nord","Battles"
"07-2022","Centre-Nord","Strategic developments"
"07-2022","Cascades","Violence against civilians"
"07-2022","Est","Strategic developments"
"07-2022","Cascades","Explosions/Remote violence"
"07-2022","Sahel","Strategic developments"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Centre-Nord","Battles"
"08-2022","Sahel","Battles"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Est","Battles"
"08-2022","Nord","Battles"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Sahel","Violence against civilians"
"08-2022","Nord","Violence against civilians"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Nord","Battles"
"08-2022","Centre-Nord","Battles"
"08-2022","Centre-Nord","Battles"
"08-2022","Est","Strategic developments"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Est","Violence against civilians"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Est","Violence against civilians"
"08-2022","Est","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Nord","Battles"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Est","Violence against civilians"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Centre-Nord","Explosions/Remote violence"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Nord","Explosions/Remote violence"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Nord","Battles"
"08-2022","Nord","Strategic developments"
"08-2022","Est","Violence against civilians"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Sud-Ouest","Violence against civilians"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Nord","Violence against civilians"
"08-2022","Est","Violence against civilians"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Nord","Violence against civilians"
"08-2022","Centre-Nord","Explosions/Remote violence"
"08-2022","Est","Battles"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Centre","Riots"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Sud-Ouest","Explosions/Remote violence"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Sud-Ouest","Explosions/Remote violence"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Boucle du Mouhoun","Battles"
"08-2022","Centre-Est","Violence against civilians"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Centre-Est","Violence against civilians"
"08-2022","Nord","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Centre","Riots"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Nord","Violence against civilians"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Centre","Protests"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Est","Battles"
"08-2022","Nord","Strategic developments"
"08-2022","Nord","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Nord","Strategic developments"
"08-2022","Nord","Strategic developments"
"08-2022","Nord","Strategic developments"
"08-2022","Boucle du Mouhoun","Battles"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Nord","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Boucle du Mouhoun","Battles"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Est","Violence against civilians"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Nord","Strategic developments"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Sahel","Battles"
"08-2022","Nord","Strategic developments"
"08-2022","Nord","Strategic developments"
"08-2022","Nord","Strategic developments"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Boucle du Mouhoun","Battles"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Est","Battles"
"08-2022","Sud-Ouest","Strategic developments"
"08-2022","Sahel","Strategic developments"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Est","Strategic developments"
"08-2022","Boucle du Mouhoun","Violence against civilians"
"08-2022","Nord","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Strategic developments"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Sahel","Battles"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Nord","Battles"
"08-2022","Sahel","Explosions/Remote violence"
